attention,meditation,lowAlpha,lowBeta,lowGamma,highAlpha,highBeta,X,Y,Direction
1,35,9898,4220,9898,1767,1767,2365,114,Up-Right
7,37,121607,15283,121607,17781,17781,2460,61,Up-Right
7,37,121607,15283,121607,17781,17781,2549,11,Down-Left
10,56,7926,1272,7926,740,740,2454,64,Down-Left
21,63,604,738,604,1175,1175,2352,121,Down-Left
24,75,53214,2150,53214,4538,4538,2251,178,Down-Left
14,63,8777,3747,8777,1462,1462,2156,231,Down-Left
14,63,8777,3747,8777,1462,1462,2054,288,Down-Left
14,57,6923,17402,6923,2297,2297,1953,344,Down-Left
1,54,37030,31215,37030,4066,4066,1851,401,Down-Left
1,51,26953,3750,26953,1469,1469,1756,454,Down-Left
1,54,11100,11727,11100,10095,10095,1654,511,Down-Left
1,54,11100,11727,11100,10095,10095,1553,568,Down-Left
1,69,4763,4667,4763,1397,1397,1451,624,Down-Left
17,74,11705,10152,11705,5235,5235,1356,677,Down-Left
26,57,17517,14574,17517,4970,4970,1286,720,Right
30,61,6594,9663,6594,4076,4076,1388,720,Right
30,61,6594,9663,6594,4076,4076,1489,720,Right
29,51,143604,21565,143604,7542,7542,1591,720,Right
29,63,3754,2364,3754,548,548,1686,720,Right
27,69,2646,1210,2646,442,442,1788,720,Right
23,75,1877,926,1877,491,491,1889,720,Right
23,75,1877,926,1877,491,491,1991,720,Right
38,77,9905,1908,9905,3584,3584,2086,720,Right
30,77,14725,4769,14725,1312,1312,2187,720,Right
37,83,35129,5502,35129,5210,5210,2289,720,Right
40,69,10815,8265,10815,5540,5540,2390,720,Right
40,69,10815,8265,10815,5540,5540,2486,720,Right
38,57,1501,1178,1501,771,771,2530,720,Left
48,61,38553,15861,38553,12666,12666,2428,720,Left
40,44,3629,4441,3629,2793,2793,2327,720,Left
38,47,1222,4281,1222,3848,3848,2232,720,Left
21,48,220046,14938,220046,13823,13823,2130,720,Left
21,48,220046,14938,220046,13823,13823,2029,720,Left
16,54,21590,1096,21590,2288,2288,1927,720,Left
24,57,52627,14466,52627,15247,15247,1826,720,Left
24,66,10455,1397,10455,2448,2448,1730,720,Left
35,64,31537,30270,31537,14377,14377,1629,720,Left
35,64,31537,30270,31537,14377,14377,1527,720,Left
41,48,1681,4507,1681,2572,2572,1426,720,Left
40,53,74455,5775,74455,16112,16112,1331,720,Down-Left
30,54,47158,9224,47158,4574,4574,1312,738,Down-Right
30,43,8049,35303,8049,12610,12610,1413,794,Down-Right
30,43,8049,35303,8049,12610,12610,1515,851,Down-Right
11,27,22752,20658,22752,9047,9047,1610,904,Down-Right
4,21,7900,41899,7900,13524,13524,1711,961,Down-Right
24,13,16040,50528,16040,20371,20371,1813,1018,Down-Right
21,8,822,10613,822,10988,10988,1914,1074,Down-Right
21,8,822,10613,822,10988,10988,2010,1128,Down-Right
27,21,52966,17916,52966,8813,8813,2111,1184,Down-Right
27,24,178678,110655,178678,36543,36543,2213,1241,Down-Right
1,30,27632,13691,27632,2520,2520,2314,1298,Down-Right
13,47,4377,19994,4377,8381,8381,2416,1355,Down-Right
13,47,4377,19994,4377,8381,8381,2511,1408,Up-Left
1,27,7469,43517,7469,4672,4672,2505,1404,Up-Left
1,23,82493,41552,82493,13896,13896,2403,1347,Up-Left
1,14,162379,27784,162379,25675,25675,2302,1291,Up-Left
1,26,20842,11348,20842,5260,5260,2206,1238,Up-Left
1,26,20842,11348,20842,5260,5260,2105,1181,Up-Left
1,53,246802,152180,246802,33738,33738,2003,1124,Up-Left
1,56,9976,8077,9976,1999,1999,1902,1067,Up-Left
3,74,9240,25201,9240,2626,2626,1807,1014,Up-Left
3,75,23239,28893,23239,3415,3415,1705,958,Up-Left
3,75,23239,28893,23239,3415,3415,1604,901,Up-Left
1,61,148616,80987,148616,14011,14011,1502,844,Up-Left
1,56,9639,35641,9639,5925,5925,1407,791,Up-Left
11,51,36985,92032,36985,30274,30274,1305,734,Down-Left
4,54,208125,12722,208125,8245,8245,1280,752,Down
4,54,208125,12722,208125,8245,8245,1280,809,Down
16,61,38872,16546,38872,9654,9654,1280,865,Down
24,66,88083,63443,88083,19312,19312,1280,919,Down
17,67,11658,10000,11658,5132,5132,1280,975,Down
27,63,2821,2244,2821,865,865,1280,1032,Down
27,63,2821,2244,2821,865,865,1280,1089,Down
38,61,5737,14434,5737,4276,4276,1280,1142,Down
37,63,13497,21556,13497,5812,5812,1280,1199,Down
21,53,121275,58777,121275,20550,20550,1280,1255,Down
23,56,15521,17384,15521,3026,3026,1280,1312,Down
14,53,506,536,506,211,211,1280,1365,Down
14,53,506,536,506,211,211,1280,1422,Up
13,56,86912,30900,86912,16173,16173,1280,1390,Up
16,61,7666,17864,7666,2355,2355,1280,1333,Up
16,51,28870,13174,28870,7986,7986,1280,1280,Up
11,38,1987,7631,1987,2617,2617,1280,1223,Up
11,38,1987,7631,1987,2617,2617,1280,1167,Up
17,35,3178,10636,3178,1908,1908,1280,1110,Up
23,37,8826,56408,8826,12351,12351,1280,1053,Up
11,38,67990,36377,67990,8693,8693,1280,1000,Up
8,47,27629,6955,27629,7112,7112,1280,943,Up
8,47,27629,6955,27629,7112,7112,1280,887,Up
3,48,1514,492,1514,392,392,1280,830,Up
1,41,16868,8827,16868,6914,6914,1280,777,Up
1,38,17221,2736,17221,1442,1442,1280,720,Down-Left
1,38,10943,17996,10943,5358,5358,1198,766,Down-Left
1,38,10943,17996,10943,5358,5358,1096,823,Down-Left
8,43,8942,2652,8942,2381,2381,1001,876,Down-Left
21,48,5570,4114,5570,7840,7840,899,933,Down-Left
43,61,22897,4212,22897,5451,5451,798,989,Down-Left
54,69,43385,29873,43385,24801,24801,696,1046,Down-Left
54,69,43385,29873,43385,24801,24801,601,1099,Down-Left
57,69,53027,14387,53027,37884,37884,500,1156,Down-Left
43,64,8537,1009,8537,3153,3153,398,1213,Down-Left
26,56,19579,11293,19579,4075,4075,297,1269,Down-Left
10,53,39109,28444,39109,6421,6421,195,1326,Down-Left
10,53,39109,28444,39109,6421,6421,100,1379,Down-Left
3,44,109254,37035,109254,41728,41728,11,1429,Up-Right
13,43,24447,27565,24447,25768,25768,106,1376,Up-Right
16,38,61102,32701,61102,11597,11597,208,1319,Up-Right
24,38,40690,9206,40690,13255,13255,303,1266,Up-Right
24,38,40690,9206,40690,13255,13255,404,1209,Up-Right
17,37,15732,34445,15732,7547,7547,506,1152,Up-Right
11,40,5974,9456,5974,4799,4799,607,1096,Up-Right
21,43,14860,5655,14860,5925,5925,703,1043,Up-Right
24,56,92369,41300,92369,11352,11352,804,986,Up-Right
24,56,92369,41300,92369,11352,11352,906,929,Up-Right
13,57,86075,11395,86075,4004,4004,1007,872,Up-Right
23,70,15686,9318,15686,5866,5866,1109,816,Up-Right
17,69,64174,40139,64174,17477,17477,1204,763,Up-Right
23,69,47556,34533,47556,9599,9599,1274,720,Left
23,69,47556,34533,47556,9599,9599,1172,720,Left
38,69,576,12597,576,13644,13644,1071,720,Left
29,61,21318,15713,21318,4504,4504,975,720,Left
35,69,7312,4642,7312,3367,3367,874,720,Left
27,50,55013,67911,55013,26905,26905,772,720,Left
27,50,55013,67911,55013,26905,26905,671,720,Left
34,63,29520,6398,29520,4388,4388,576,720,Left
35,74,34469,11268,34469,5138,5138,474,720,Left
48,75,11965,24262,11965,18545,18545,373,720,Left
41,88,6402,9331,6402,3986,3986,271,720,Left
43,75,5861,11271,5861,4384,4384,170,720,Left
43,75,5861,11271,5861,4384,4384,74,720,Left
54,66,29696,5748,29696,16328,16328,30,720,Right
57,63,4444,2585,4444,5132,5132,132,720,Right
78,64,19060,5103,19060,9349,9349,233,720,Right
78,64,7160,4990,7160,7279,7279,328,720,Right
78,64,7160,4990,7160,7279,7279,430,720,Right
81,69,5132,8879,5132,5155,5155,531,720,Right
66,64,35034,8209,35034,14009,14009,633,720,Right
69,60,6132,8107,6132,8403,8403,734,720,Right
81,57,5143,2078,5143,8150,8150,830,720,Right
81,57,5143,2078,5143,8150,8150,931,720,Right
80,53,27125,11024,27125,11961,11961,1033,720,Right
81,61,18621,10053,18621,4854,4854,1134,720,Right
77,63,1638,2561,1638,2085,2085,1229,720,Up-Right
63,69,5187,8991,5187,1547,1547,1248,702,Up-Left
63,69,5187,8991,5187,1547,1547,1147,646,Up-Left
63,60,8612,4383,8612,10651,10651,1045,589,Up-Left
61,63,109541,20838,109541,18269,18269,950,536,Up-Left
60,56,5957,15843,5957,4707,4707,849,479,Up-Left
57,60,15725,10575,15725,10225,10225,747,422,Up-Left
57,60,15725,10575,15725,10225,10225,646,366,Up-Left
40,60,2518,3538,2518,1471,1471,544,309,Up-Left
44,54,9632,4004,9632,4817,4817,449,256,Up-Left
51,60,3205,916,3205,4971,4971,347,199,Up-Left
54,44,6878,7341,6878,9925,9925,246,142,Up-Left
54,44,6878,7341,6878,9925,9925,144,85,Up-Left
67,43,1713,1914,1713,3504,3504,49,32,Down-Right
57,43,27502,13909,27502,3906,3906,55,36,Down-Right
48,40,35662,75136,35662,37483,37483,157,93,Down-Right
43,51,28466,10611,28466,6287,6287,258,149,Down-Right
43,51,28466,10611,28466,6287,6287,354,202,Down-Right
47,61,12660,18713,12660,7896,7896,455,259,Down-Right
51,67,13985,28199,13985,9177,9177,557,316,Down-Right
54,74,1738,4212,1738,2395,2395,658,373,Down-Right
50,69,14311,5433,14311,3288,3288,760,429,Down-Right
50,69,14311,5433,14311,3288,3288,855,482,Down-Right
44,74,19953,6881,19953,5845,5845,956,539,Down-Right
37,63,35863,9212,35863,6483,6483,1058,596,Down-Right
24,60,7376,23585,7376,8541,8541,1159,653,Down-Right
27,60,114282,23838,114282,20023,20023,1255,706,Down-Right
14,61,33775,2767,33775,1816,1816,1280,720,
